filename,runtime
mmp_all_XL_227,2.1498025
mmp_all_XL_228,1.9774515
mmp_all_XL_229,2.08957
mmp_all_XL_230,2.147803
mmp_all_XL_231,28.7700545
mmp_all_XL_232,15.181324
mmp_all_XL_233,7.559846
mmp_all_XL_234,6.31448
mmp_all_XL_235,5.672507
mmp_all_XL_236,4.233572
mmp_all_XL_237,3.3664855
mmp_all_XL_238,3.277873
mmp_all_XL_239,2.970448
mmp_all_XL_240,3.133749
mmp_all_XL_241,3.468218
mmp_all_XL_242,16.88338
mmp_all_XL_243,13.3993255
mmp_all_XL_244,5.252266
mmp_all_XL_245,4.674413
mmp_all_XL_246,3.494738
mmp_all_XL_247,3.19182
mmp_all_XL_248,2.793141
mmp_all_XL_249,2.8277
mmp_all_XL_250,2.6133665
mmp_all_XL_251,2.515553
mmp_all_XL_252,2.6956825
mmp_all_XL_253,13.6647225
mmp_all_XL_254,8.5807615
mmp_all_XL_255,4.9290295
mmp_all_XL_256,3.848193
mmp_all_XL_257,3.1982615
mmp_all_XL_258,2.6320225
mmp_all_XL_259,2.5026945
mmp_all_XL_260,2.3625395
mmp_all_XL_261,2.1618525
mmp_all_XL_262,2.264046
mmp_all_XL_263,2.398209
mmp_all_XL_264,13.676326
mmp_all_XL_265,7.904697
mmp_all_XL_266,3.4655595
mmp_all_XL_267,2.9807245
mmp_all_XL_268,2.4686215
mmp_all_XL_269,2.0872105
mmp_all_XL_270,2.3429865
mmp_all_XL_271,1.845226
mmp_all_XL_272,1.8021535
mmp_all_XL_273,1.935063
mmp_all_XL_274,1.899156
mmp_all_XL_275,11.1041975
mmp_all_XL_276,6.641042
mmp_all_XL_277,3.2422435
mmp_all_XL_278,3.036599
mmp_all_XL_279,2.370466
mmp_all_XL_280,2.2546775
mmp_all_XL_281,2.068887
mmp_all_XL_282,1.8194005
mmp_all_XL_283,1.7746115
mmp_all_XL_284,1.834138
mmp_all_XL_285,1.8964745
mmp_all_XL_286,10.4095745
mmp_all_XL_287,5.998139
mmp_all_XL_288,3.2508855
mmp_all_XL_289,2.756478
mmp_all_XL_290,2.296681
mmp_all_XL_291,2.027987
mmp_all_XL_292,1.9038755
mmp_all_XL_293,1.7644175
mmp_all_XL_294,1.654472
mmp_all_XL_295,1.639838
mmp_all_XL_296,1.7185855
mmp_all_XL_297,10.458259
mmp_all_XL_298,5.7549755
mmp_all_XL_299,3.072462
mmp_all_XL_300,2.884512
mmp_all_XL_301,2.338317
mmp_all_XL_302,2.021528
mmp_all_XL_303,1.920964
mmp_all_XL_304,1.716197
mmp_all_XL_305,1.6684935
mmp_all_XL_306,1.730428
mmp_all_XL_307,1.8051665
mmp_all_XL_308,9.906534
mmp_all_XL_309,5.4992745
mmp_all_XL_310,3.089128
mmp_all_XL_311,2.6596675
mmp_all_XL_312,2.318382
mmp_all_XL_313,1.9574135
mmp_all_XL_314,1.8718625
mmp_all_XL_315,1.7137145
mmp_all_XL_316,1.608511
mmp_all_XL_317,1.608305
mmp_all_XL_318,1.6952235
mmp_all_XL_319,10.017951
mmp_all_XL_320,5.492088
mmp_all_XL_321,2.9884215
mmp_all_XL_322,2.846695
mmp_all_XL_323,2.310077
mmp_all_XL_324,1.9914815
mmp_all_XL_325,1.904611
mmp_all_XL_326,1.6881015
mmp_all_XL_327,1.6603145
mmp_all_XL_328,1.692407
mmp_all_XL_329,1.80035
mmp_all_XL_330,10.265856
mmp_all_XL_331,5.516234
mmp_all_XL_332,3.0948715
mmp_all_XL_333,2.8654515
mmp_all_XL_334,2.2324955
mmp_all_XL_335,2.0111475
mmp_all_XL_336,1.924022
mmp_all_XL_337,1.7081655
mmp_all_XL_338,1.6847375
mmp_all_XL_339,1.658055
mmp_all_XL_340,1.809616
mmp_all_XL_341,9.9174545
mmp_all_XL_342,5.407676
mmp_all_XL_343,3.16134
mmp_all_XL_344,2.739368
mmp_all_XL_345,2.2934165
mmp_all_XL_346,2.0051455
mmp_all_XL_347,1.944607
mmp_all_XL_348,1.764578
mmp_all_XL_349,1.7398805
mmp_all_XL_350,1.657876
mmp_all_XL_351,1.7968205
mmp_all_XL_352,19.355657
mmp_all_XL_353,11.770141
mmp_all_XL_354,5.6702325
mmp_all_XL_355,4.5951705
mmp_all_XL_356,3.402804
mmp_all_XL_357,2.935411
mmp_all_XL_358,2.4350625
mmp_all_XL_359,2.21487
mmp_all_XL_360,2.2230865
mmp_all_XL_361,2.265672
mmp_all_XL_362,2.60667
mmp_all_XL_363,15.8295665
mmp_all_XL_364,12.9003575
mmp_all_XL_365,5.8642605
mmp_all_XL_366,4.464579
mmp_all_XL_367,3.5259275
mmp_all_XL_368,3.161285
mmp_all_XL_369,2.786676
mmp_all_XL_370,2.5799755
mmp_all_XL_371,2.558175
mmp_all_XL_372,2.55972
mmp_all_XL_373,2.703576
mmp_all_XL_374,12.484917
mmp_all_XL_375,9.429406
mmp_all_XL_376,4.594167
mmp_all_XL_377,4.020062
mmp_all_XL_378,3.032933
mmp_all_XL_379,2.655327
mmp_all_XL_380,2.351013
mmp_all_XL_381,2.332894
mmp_all_XL_382,2.3270115
mmp_all_XL_383,2.0213195
mmp_all_XL_384,2.1187325
mmp_all_XL_385,12.1911645
mmp_all_XL_386,7.639172
mmp_all_XL_387,4.0009665
mmp_all_XL_388,3.223847
mmp_all_XL_389,2.350676
mmp_all_XL_390,2.038018
mmp_all_XL_391,1.83385
mmp_all_XL_392,1.7646685
mmp_all_XL_393,1.7207455
mmp_all_XL_394,1.7146165
mmp_all_XL_395,1.8684075
mmp_all_XL_396,10.1225005
mmp_all_XL_397,6.0448815
mmp_all_XL_398,4.113297
mmp_all_XL_399,3.2026195
mmp_all_XL_400,2.2268705
mmp_all_XL_401,2.0041315
mmp_all_XL_402,2.091827
mmp_all_XL_403,1.9803025
mmp_all_XL_404,1.6527
mmp_all_XL_405,1.7731295
mmp_all_XL_406,1.8926755
mmp_all_XL_407,9.424115
mmp_all_XL_408,5.392345
mmp_all_XL_409,3.78233
mmp_all_XL_410,3.0035405
mmp_all_XL_411,2.2140175
mmp_all_XL_412,2.1155265
mmp_all_XL_413,1.649013
mmp_all_XL_414,1.630319
mmp_all_XL_415,1.5891385
mmp_all_XL_416,1.6709055
mmp_all_XL_417,1.7972165
mmp_all_XL_418,9.182419
mmp_all_XL_419,5.3257305
mmp_all_XL_420,3.8684
mmp_all_XL_421,3.0154575
mmp_all_XL_422,2.087438
mmp_all_XL_423,1.8680495
mmp_all_XL_424,1.984026
mmp_all_XL_425,1.6658795
mmp_all_XL_426,1.55605
mmp_all_XL_427,1.5446125
mmp_all_XL_428,1.8242465
mmp_all_XL_429,9.0061585
mmp_all_XL_430,5.0610565
mmp_all_XL_431,3.630912
mmp_all_XL_432,2.8935035
mmp_all_XL_433,2.1294345
mmp_all_XL_434,2.051267
mmp_all_XL_435,1.584498
mmp_all_XL_436,1.567955
mmp_all_XL_437,1.5820545
mmp_all_XL_438,1.612181
mmp_all_XL_439,1.782944
mmp_all_XL_440,9.1240655
mmp_all_XL_441,5.1093215
mmp_all_XL_442,3.6323935
mmp_all_XL_443,2.99065
mmp_all_XL_444,2.044699
mmp_all_XL_445,1.8329715
mmp_all_XL_446,1.9559615
mmp_all_XL_447,1.649404
mmp_all_XL_448,1.5366555
mmp_all_XL_449,1.5379955
mmp_all_XL_450,1.801428
mmp_all_XL_451,8.9250685
mmp_all_XL_452,5.173451
mmp_all_XL_453,3.845335
mmp_all_XL_454,3.109558
mmp_all_XL_455,2.0696865
mmp_all_XL_456,1.8441765
mmp_all_XL_457,1.96929
mmp_all_XL_458,1.773341
mmp_all_XL_459,1.5522655
mmp_all_XL_460,1.5494505
mmp_all_XL_461,1.81366
mmp_all_XL_462,8.8689835
mmp_all_XL_463,5.1583365
mmp_all_XL_464,3.6229065
mmp_all_XL_465,2.9905725
mmp_all_XL_466,2.169074
mmp_all_XL_467,2.0611985
mmp_all_XL_468,1.622655
mmp_all_XL_469,1.601815
mmp_all_XL_470,1.5881525
mmp_all_XL_471,1.645879
mmp_all_XL_472,1.7880355
mmp_all_XL_473,14.412144
mmp_all_XL_474,8.249434
mmp_all_XL_475,5.353841
mmp_all_XL_476,4.341583
mmp_all_XL_477,3.0243775
mmp_all_XL_478,2.629072
mmp_all_XL_479,2.2384735
mmp_all_XL_480,2.1677695
mmp_all_XL_481,2.058535
mmp_all_XL_482,2.179444
mmp_all_XL_483,2.361805
mmp_all_XL_484,16.6650495
mmp_all_XL_485,13.294108
mmp_all_XL_486,6.1674325
mmp_all_XL_487,4.7741445
mmp_all_XL_488,3.761396
mmp_all_XL_489,3.1432655
mmp_all_XL_490,2.7109135
mmp_all_XL_491,2.7440595
mmp_all_XL_492,2.6918135
mmp_all_XL_493,2.5821155
mmp_all_XL_494,2.59449
mmp_all_XL_495,13.052978
mmp_all_XL_496,8.1261715
mmp_all_XL_497,4.7964545
mmp_all_XL_498,3.8269265
mmp_all_XL_499,3.223045
mmp_all_XL_500,2.466714
mmp_all_XL_501,2.3961795
mmp_all_XL_502,2.1674995
mmp_all_XL_503,2.1965405
mmp_all_XL_504,2.3318855
mmp_all_XL_505,2.3197555
mmp_all_XL_506,13.3739165
mmp_all_XL_507,7.7204995
mmp_all_XL_508,4.180185
mmp_all_XL_509,2.851378
mmp_all_XL_510,2.2326485
mmp_all_XL_511,1.9702925
mmp_all_XL_512,2.2321115
mmp_all_XL_513,1.7649245
mmp_all_XL_514,1.874622
mmp_all_XL_515,1.97082
mmp_all_XL_516,1.886712
mmp_all_XL_517,10.5177885
mmp_all_XL_518,6.449809
mmp_all_XL_519,3.551717
mmp_all_XL_520,2.6342835
mmp_all_XL_521,2.077787
mmp_all_XL_522,1.989065
mmp_all_XL_523,1.931412
mmp_all_XL_524,1.7766
mmp_all_XL_525,1.876044
mmp_all_XL_526,1.804045
mmp_all_XL_527,1.7284865
mmp_all_XL_528,9.9447355
mmp_all_XL_529,5.827748
mmp_all_XL_530,3.2974905
mmp_all_XL_531,2.499377
mmp_all_XL_532,2.061083
mmp_all_XL_533,1.80848
mmp_all_XL_534,1.73108
mmp_all_XL_535,1.723555
mmp_all_XL_536,1.704969
mmp_all_XL_537,1.8376465
mmp_all_XL_538,1.660373
mmp_all_XL_539,9.86771
mmp_all_XL_540,5.355998
mmp_all_XL_541,3.12025
mmp_all_XL_542,2.4137975
mmp_all_XL_543,1.9203255
mmp_all_XL_544,1.9117815
mmp_all_XL_545,1.8246575
mmp_all_XL_546,1.7562135
mmp_all_XL_547,1.7675015
mmp_all_XL_548,1.702441
mmp_all_XL_549,1.630419
mmp_all_XL_550,9.4640435
mmp_all_XL_551,5.25656
mmp_all_XL_552,3.108497
mmp_all_XL_553,2.5277265
mmp_all_XL_554,2.0818235
mmp_all_XL_555,1.7489485
mmp_all_XL_556,1.754583
mmp_all_XL_557,1.644482
mmp_all_XL_558,1.639673
mmp_all_XL_559,1.692032
mmp_all_XL_560,1.621659
mmp_all_XL_561,9.2519255
mmp_all_XL_562,5.3292145
mmp_all_XL_563,3.384332
mmp_all_XL_564,2.382173
mmp_all_XL_565,1.8828285
mmp_all_XL_566,1.8197745
mmp_all_XL_567,1.788043
mmp_all_XL_568,1.7350675
mmp_all_XL_569,1.76009
mmp_all_XL_570,1.7135195
mmp_all_XL_571,1.6119775
mmp_all_XL_572,9.4705445
mmp_all_XL_573,5.1644625
mmp_all_XL_574,3.035579
mmp_all_XL_575,2.3766645
mmp_all_XL_576,1.9013865
mmp_all_XL_577,1.8376485
mmp_all_XL_578,1.80279
mmp_all_XL_579,1.6531025
mmp_all_XL_580,1.7689575
mmp_all_XL_581,1.6910755
mmp_all_XL_582,1.6136565
mmp_all_XL_583,9.3900775
mmp_all_XL_584,5.23354
mmp_all_XL_585,3.113995
mmp_all_XL_586,2.551805
mmp_all_XL_587,2.1154035
mmp_all_XL_588,1.775202
mmp_all_XL_589,1.881547
mmp_all_XL_590,1.669144
mmp_all_XL_591,1.652649
mmp_all_XL_592,1.7067485
mmp_all_XL_593,1.613871
mmp_all_XL_594,14.1867245
mmp_all_XL_595,7.9624405
mmp_all_XL_596,4.368502
mmp_all_XL_597,3.5209305
mmp_all_XL_598,2.7550325
mmp_all_XL_599,2.356997
mmp_all_XL_600,2.103195
mmp_all_XL_601,1.957824
mmp_all_XL_602,2.06913
mmp_all_XL_603,2.107381
mmp_all_XL_604,2.0575345
mmp_all_XL_605,18.2425045
mmp_all_XL_606,12.759302
mmp_all_XL_607,6.7103845
mmp_all_XL_608,4.344547
mmp_all_XL_609,3.3158635
mmp_all_XL_610,3.0920505
mmp_all_XL_611,2.8584545
mmp_all_XL_612,2.769742
mmp_all_XL_613,2.6289505
mmp_all_XL_614,2.5621145
mmp_all_XL_615,2.5186135
mmp_all_XL_616,14.110533
mmp_all_XL_617,9.0417355
mmp_all_XL_618,5.009903
mmp_all_XL_619,3.5581115
mmp_all_XL_620,2.60658
mmp_all_XL_621,2.9966405
mmp_all_XL_622,2.345589
mmp_all_XL_623,2.3600105
mmp_all_XL_624,2.411524
mmp_all_XL_625,2.0847105
mmp_all_XL_626,2.084327
mmp_all_XL_627,12.473514
mmp_all_XL_628,7.366218
mmp_all_XL_629,4.136547
mmp_all_XL_630,3.073221
mmp_all_XL_631,2.4555925
mmp_all_XL_632,2.2562735
mmp_all_XL_633,1.987692
mmp_all_XL_634,1.9025695
mmp_all_XL_635,1.8688595
mmp_all_XL_636,1.8264165
mmp_all_XL_637,1.757971
mmp_all_XL_638,9.879351
mmp_all_XL_639,5.3705
mmp_all_XL_640,3.9872055
mmp_all_XL_641,3.1505505
mmp_all_XL_642,2.2251805
mmp_all_XL_643,2.217589
mmp_all_XL_644,1.970539
mmp_all_XL_645,1.8324325
mmp_all_XL_646,1.772836
mmp_all_XL_647,1.773785
mmp_all_XL_648,1.7188675
mmp_all_XL_649,9.3707655
mmp_all_XL_650,5.2902675
mmp_all_XL_651,3.7706575
mmp_all_XL_652,2.970426
mmp_all_XL_653,2.151251
mmp_all_XL_654,2.190431
mmp_all_XL_655,1.881407
mmp_all_XL_656,1.856091
mmp_all_XL_657,1.7075965
mmp_all_XL_658,1.6680005
mmp_all_XL_659,1.6874765
mmp_all_XL_660,9.30271
mmp_all_XL_661,5.059157
mmp_all_XL_662,3.553781
mmp_all_XL_663,2.963856
mmp_all_XL_664,2.229304
mmp_all_XL_665,1.898679
mmp_all_XL_666,1.871045
mmp_all_XL_667,1.826919
mmp_all_XL_668,1.679825
mmp_all_XL_669,1.6821215
mmp_all_XL_670,1.747333
mmp_all_XL_671,8.914531
mmp_all_XL_672,4.8951075
mmp_all_XL_673,3.51507
mmp_all_XL_674,2.9151635
mmp_all_XL_675,2.092959
mmp_all_XL_676,1.9322585
mmp_all_XL_677,1.844574
mmp_all_XL_678,1.805727
mmp_all_XL_679,1.667115
mmp_all_XL_680,1.631687
mmp_all_XL_681,1.680748
mmp_all_XL_682,8.7621475
mmp_all_XL_683,4.7543205
mmp_all_XL_684,3.3169575
mmp_all_XL_685,2.908079
mmp_all_XL_686,2.063603
mmp_all_XL_687,1.9609745
mmp_all_XL_688,1.8541375
mmp_all_XL_689,1.7108105
mmp_all_XL_690,1.659463
mmp_all_XL_691,1.659085
mmp_all_XL_692,1.6097225
mmp_all_XL_693,8.9642535
mmp_all_XL_694,4.7816615
mmp_all_XL_695,3.3077985
mmp_all_XL_696,2.8359535
mmp_all_XL_697,2.2210875
mmp_all_XL_698,1.946198
mmp_all_XL_699,1.8670255
mmp_all_XL_700,1.7218915
mmp_all_XL_701,1.663138
mmp_all_XL_702,1.667781
mmp_all_XL_703,1.6131475
mmp_all_XL_704,8.7839675
mmp_all_XL_705,4.8636515
mmp_all_XL_706,3.4270275
mmp_all_XL_707,2.966141
mmp_all_XL_708,2.141564
mmp_all_XL_709,1.966339
mmp_all_XL_710,1.8610875
mmp_all_XL_711,1.8281015
mmp_all_XL_712,1.6747485
mmp_all_XL_713,1.633445
mmp_all_XL_714,1.752175
mmp_all_XL_715,12.8916665
mmp_all_XL_716,6.816974
mmp_all_XL_717,4.521756
mmp_all_XL_718,3.7766725
mmp_all_XL_719,2.8520305
mmp_all_XL_720,2.3389495
mmp_all_XL_721,2.223107
mmp_all_XL_722,2.155408
mmp_all_XL_723,2.108465
mmp_all_XL_724,2.0250335
mmp_all_XL_725,1.9179255
mmp_all_XL_726,16.137142
mmp_all_XL_727,12.7802565
mmp_all_XL_728,7.079678
mmp_all_XL_729,4.4003185
mmp_all_XL_730,3.47503
mmp_all_XL_731,3.2550485
mmp_all_XL_732,2.991046
mmp_all_XL_733,2.780458
mmp_all_XL_734,2.728504
mmp_all_XL_735,2.630447
mmp_all_XL_736,2.4645255
mmp_all_XL_737,12.9992555
mmp_all_XL_738,7.9345955
mmp_all_XL_739,5.1769865
mmp_all_XL_740,3.6724795
mmp_all_XL_741,2.695651
mmp_all_XL_742,2.736159
mmp_all_XL_743,2.7051575
mmp_all_XL_744,2.295988
mmp_all_XL_745,2.202618
mmp_all_XL_746,2.306466
mmp_all_XL_747,2.2220985
mmp_all_XL_748,13.3189725
mmp_all_XL_749,7.6123075
mmp_all_XL_750,4.2640865
mmp_all_XL_751,2.745666
mmp_all_XL_752,2.412183
mmp_all_XL_753,2.347651
mmp_all_XL_754,1.997227
mmp_all_XL_755,1.9284525
mmp_all_XL_756,1.872406
mmp_all_XL_757,1.9312145
mmp_all_XL_758,1.7961735
mmp_all_XL_759,10.5722095
mmp_all_XL_760,6.079962
mmp_all_XL_761,3.4358725
mmp_all_XL_762,2.76949
mmp_all_XL_763,2.410416
mmp_all_XL_764,2.304926
mmp_all_XL_765,1.928663
mmp_all_XL_766,1.834585
mmp_all_XL_767,1.7869715
mmp_all_XL_768,1.7824275
mmp_all_XL_769,1.6600835
mmp_all_XL_770,9.9041465
mmp_all_XL_771,5.491102
mmp_all_XL_772,3.174063
mmp_all_XL_773,2.555018
mmp_all_XL_774,2.2871725
mmp_all_XL_775,2.2983775
mmp_all_XL_776,1.978462
mmp_all_XL_777,1.7575205
mmp_all_XL_778,1.706927
mmp_all_XL_779,1.708117
mmp_all_XL_780,1.6005805
mmp_all_XL_781,9.859616
mmp_all_XL_782,5.4116525
mmp_all_XL_783,3.066301
mmp_all_XL_784,2.6003425
mmp_all_XL_785,2.28319
mmp_all_XL_786,2.196503
mmp_all_XL_787,1.827612
mmp_all_XL_788,1.7308685
mmp_all_XL_789,1.687963
mmp_all_XL_790,1.6920455
mmp_all_XL_791,1.570039
mmp_all_XL_792,9.417615
mmp_all_XL_793,5.162688
mmp_all_XL_794,3.057685
mmp_all_XL_795,2.470959
mmp_all_XL_796,2.3278665
mmp_all_XL_797,2.1639425
mmp_all_XL_798,1.850104
mmp_all_XL_799,1.7269735
mmp_all_XL_800,1.761034
mmp_all_XL_801,1.6733345
mmp_all_XL_802,1.5571595
mmp_all_XL_803,9.331477
mmp_all_XL_804,5.1487855
mmp_all_XL_805,2.983607
mmp_all_XL_806,2.5706995
mmp_all_XL_807,2.3475885
mmp_all_XL_808,2.2673485
mmp_all_XL_809,1.8082725
mmp_all_XL_810,1.7124065
mmp_all_XL_811,1.6684
mmp_all_XL_812,1.6697255
mmp_all_XL_813,1.54343
mmp_all_XL_814,9.5377225
mmp_all_XL_815,5.131038
mmp_all_XL_816,2.9737235
mmp_all_XL_817,2.5949695
mmp_all_XL_818,2.278311
mmp_all_XL_819,2.2888815
mmp_all_XL_820,1.81456
mmp_all_XL_821,1.7214165
mmp_all_XL_822,1.6761845
mmp_all_XL_823,1.678304
mmp_all_XL_824,1.638695
mmp_all_XL_825,9.4403375
mmp_all_XL_826,5.076805
mmp_all_XL_827,2.9820295
mmp_all_XL_828,2.651045
mmp_all_XL_829,2.2884555
mmp_all_XL_830,2.287545
mmp_all_XL_831,1.852525
mmp_all_XL_832,1.7321255
mmp_all_XL_833,1.6766025
mmp_all_XL_834,1.673988
mmp_all_XL_835,1.540493
mmp_all_XL_836,12.7488675
mmp_all_XL_837,6.9732545
mmp_all_XL_838,4.0715095
mmp_all_XL_839,3.311603
mmp_all_XL_840,2.951972
mmp_all_XL_841,2.6101605
mmp_all_XL_842,2.2485745
mmp_all_XL_843,2.2416475
mmp_all_XL_844,2.044251
mmp_all_XL_845,1.989511
mmp_all_XL_846,1.8820945
mmp_all_XL_847,14.9702595
